message,commit_type
Fix potential RTE caused by setting (saved) profiling data while profiling is in progress,Bug Fix
Rename ReactFiberScheduler -> ReactFiberWorkLoop and extract throwException from Unwind (#15725),Other
Set up cron job to run fuzz tester (#15718),Other
Handle HTTPS Git clone URLs,Other
Tweaked Bridge shutdown sequence slightly,Other
Added a sanity test for Bridge shutdown,Feature
Tweaked event display name logic,Other
Remove snapshot,Other
Update snapshot tests,Other
Run prettier,Other
Adds inspectable event components + props,Feature
Update profiling-supported status each time roots change (and added tests),Feature
Improved visual style of Profiling-disabled button,Other
Moved profiling-supported subscription into ProfilerContext,Other
Merge pull request #281 from bvaughn/persiste-profiling-data-after-navigation,Other
Added ProfilerContext tests,Feature
[Flare] Ensure getAbsoluteBoundingClientRect aligns with offsetParent (#15720),Other
[react-native] Use path-based imports instead of Haste for the RN renderer (#15604),Other
Persist profiling data after navigation,Other
Add Tab id to Tooltip,Feature
"Use @reach tooltips for TabBar, cleanup supports-profiling subscription",Other
[Flare] event component displayName is now mandatory (#15717),Other
Tweak,Other
[Flare] Ensure DOM inspection is Flare compatible,Other
Update sizebot to match name of CircleCI build job (#15714),Other
[Fresh] Initial Babel plugin implementation (#15711),Other
Remove redundant test run (#15713),Other
Always run yarn after restoring modules cache (#15712),Other
Fix Flow (#15710),Bug Fix
[Flare] update getEventCurrentTarget to use fiber tree (#15708),Other
[Flare] Account for fixed elements in getAbsoluteBoundingClientRect (#15707),Bug Fix
Parallelize CircleCI jobs using workflows (#15704),Other
Fixed a missing remove-event-listener in ProfilerStore,Bug Fix
Profiler properly handles unmounted roots,Other
Merge pull request #279 from bvaughn/profiling-architecture-eager-data-push,Other
Add datetime to the profiling export filename,Feature
Fixed a state cleanup issue if Profiler data is cleared,Bug Fix
Changed export code to (hopefully) support larger exports,Other
Tweaked did-not-render text color to be slightly dimmer,Other
Bumped Profiler exported data version,Other
Cleaned up some tests,Other
Updated event subscriptions and getters to use new ProfilerStore,Other
Moved profiling data to ProfilerContext to fix re-import bug,Bug Fix
Added export to web shell and removed 'downloads' API permission,Feature
Added root selector UI to Profiler,Feature
Massively overhauled profiling data architecture,Other
Fix ReactFiberNewContext spelling (#15692),Bug Fix
Flare: change flushDiscreteUpdates invariant to warning (#15702),Other
Fix missing return pointer assignment (#15700),Bug Fix
"Rename ""loading"" to ""busy"" in SuspenseConfig API (#15699)",Other
[Flare] Update interactiveUpdates flushing heuristics (#15687),Other
[Fresh] Set up infra for runtime and Babel plugin (#15698),Other
Flare: simplify dispatchEvent discrete argument (#15694),Other
Flare: update invalid accessor warnings + add no-ops (#15693),Feature
flush only on exiting outermost act() (#15682),Other
Renamed Store importedProfilingData -> profilingData,Other
Merge pull request #274 from bvaughn/commit-priority-level,Other
Upgraded to canary with priority level info,Other
Updated test snapshot,Other
Moved priority level constants into rendeer interface,Other
Show commit priority levels in Profiler UI,Other
Inform DevTools of commit priority level (#15664),Other
[Fresh] Support re-rendering lazy() without losing state (#15686),Other
[Fresh] Don't traverse remounted trees (#15685),Other
[Fresh] Support lazy() and add Suspense tests (#15681),Feature
[Fresh] Set up initial scaffolding (#15619),Other
Fixed snapshot diff,Bug Fix
Merge pull request #275 from lucasecdb/fix/undefined-chartnode,Bug Fix
Fix undefined chart node when switching commits in profiler,Bug Fix
Add withSuspenseConfig API (#15593),Feature
Event API: Add responder allowMultipleHostChildren flag (#15646),Feature
Event API: isTargetWithinEventResponderScope on unmounted event components (#15672),Other
`act()` - s / flushPassiveEffects / Scheduler.unstable_flushWithoutYielding (#15591),Other
Event API: ensure calculateResponderRegion accounts for page offset (#15671),Other
Bail out of updates in offscreen trees (#15666),Other
Fix <embed> not triggering onLoad (#15614),Bug Fix
Always flushPassiveEffects before rendering,Other
Use dynamic flag in test renderer in www (#15662),Other
Improve scanning Profiler chart for deep renders,Other
Feature flag to revert #15650 (#15659),Feature
Fix serial passive effects (#15650),Bug Fix
Event API: ensure getFocusableElementsInScope handles suspended trees (#15651),Other
Add test for nested avoided boundaries (#15636),Feature
Minor nits,Other
Event API: adds pointerType to Focus events (#15645),Feature
"Cleanup profile export/import data types, add export/import test",Feature
Invariant that throws when committing wrong tree (#15517),Other
Remove <ConcurrentMode /> (#15532),Other
Add ReactDOM.unstable_createSyncRoot (#15504),Feature
"Changed ""Unknown"" fallback displayName to ""Anonymous"". Added memo/forwardRef labels to Profiler charts.",Feature
CSS tweaks,Other
Add Batched Mode (#15502),Feature
Merge branch 'enhancement/display-change' of https://github.com/submetu/react-devtools-experimental into submetu-enhancement/display-change,Other
Merge pull request #271 from tux-tn/master,Other
Bumped Profiler export version (since self durations are now included),Other
Moved calculation of self duration to the backend/renderer,Other
updates snapshots,Other
Changes display of ForwardRef and Memo components,Other
Event API: ensure preventDefault works for nested targets (#15633),Other
Replaced adm-zip with node-archiver,Other
Merge pull request #268 from frankcalise/master,Other
Delete package-lock.json,Other
Fixed build chrome not working on Windows due to rm command not existing,Bug Fix
Fork ReactSharedInternals for UMD builds (#15617),Other
Update test to fix CI,Bug Fix
Remove scheduler from React package dependencies (#15616),Other
"Don't consider ""Never"" expiration as part of most recent event time (#15606)",Other
Added basic tests for InspectedElementContext,Feature
Test utils actSuspense -> actAsync,Other
Merge pull request #264 from bvaughn/filter-owners-list,Other
Added more tree context tests,Feature
Event API: add follow up event unwind test (#15612),Feature
Event API: add key modifiers to Press events (#15611),Feature
reverting the rename,Other
"pretty, witty, fine",Other
rewrite test act helpers based on react/#15591,Other
Fixed owners stack direction and added current element to stack,Bug Fix
Added TreeContext tests,Feature
Fixed test describe name,Bug Fix
Added Jest tests for OwnersListContext,Feature
Fetch owners list from renderer (using suspense),Other
Event API: ensure we pop context for event system fibers (#15599),Other
Event API: normalize event timeStamp property to be in event system (#15598),Other
Event API: add more warnings for responder based events (#15597),Feature
Dim owners that have been filtered from the tree in rendered-by list,Other
Tweaked REAMDE,Other
Fixed a Profiler memoization bug and improved test coverage,Bug Fix
Updated Profiling chart tests to cover components with duration=0,Other
Merge pull request #262 from submetu/enhancement/label-improvement,Other
Custom filters are applied by default after extension reload,Other
updates snapshots and removes extra formatting from formatTime,Other
Uses FormDuration and FormTime to format times that are 0 into something more readable,Other
Added installation instructions to README,Feature
Experimental Event API: Press event properties (#15586),Other
Experimental Event API: reduce code size of event modules (#15590),Other
Ensure touch events are properly handled for pageX and pageY (#15587),Other
Add toggle-suspense button to all elements,Feature
Updated lint ignore for new dev shell dist folder,Other
Profiler: Improve labels for times that round to 0.0ms,Other
Add Suspense Boundary Context (and unstable_avoidThisFallback) (#15578),Feature
Warn when suspending at wrong priority (#15492),Other
Fixed invalid DOM nesting warning,Bug Fix
Upgrade @reach UI and remove tooltip fork,Other
Fixed a deprecated prop warning from react-window,Bug Fix
Show import error dialog if profiling data import fails,Other
Added export+import profiling data test coverage Also fixed an incomplete import feature as well as a regression in export that had gone unnoticed due to previous lack of test coverage.,Bug Fix
Add React.unstable_createEventComponent (#15580),Feature
Merge pull request #258 from bvaughn/profiler-test-experiments,Other
Prettier,Other
Update to React canary release for interaction tracing bugfix,Bug Fix
Added commit tree builder test,Feature
Added profiling chart data tests,Feature
Hardened tests to ensure expectations are flushed,Other
Fix interaction tracing for batched update mounts (#15567),Bug Fix
Ensure TouchHitTarget element is server side rendered with hit slop (#15385),Other
Added Flow types to profiling test,Feature
Removed outdated TODO comment,Other
Updated snapshot data after ReactDOM batch fix,Bug Fix
Added remaining profiling tests. One currently fails because of a bug with act() and interaction tracing,Bug Fix
Added a second Profiling test (for CommitDetails) and fixed some module reset prolems,Bug Fix
Cleaned up tests a bit. Profiling test uses mock timers now.,Other
React Events: fix cancel events for Press (#15563),Bug Fix
Experimenting with profiler tests,Other
Store profiler snapshot data by root (and clear on root unmount),Other
React Events: cancel onLongPress for large enough moves (#15562),Other
Event API: Support press reentry for pointer events (#15560),Other
Only clear Profiling snapshot on root-unmount,Other
Merge branch 'master' into sompylasar-232-clear-profiling-data-for-unmounted-root,Other
Merge pull request #257 from bvaughn/right-align-flame-graph,Other
Renamed assertOneMap -> assertEmptyMap,Other
Merge branch '232-clear-profiling-data-for-unmounted-root' of https://github.com/sompylasar/react-devtools-experimental into sompylasar-232-clear-profiling-data-for-unmounted-root,Other
Right-align flame graph children,Other
Fixed deploy script,Bug Fix
Merge pull request #242 from sompylasar/improve-flow-coverage-any,Other
Removed findCurrentFiberUsingSlowPath() in favor of findCurrentFiberUsingSlowPathById(),Other
Removed optional_chaining from Flow config,Other
Merge branch '165-add-flow-types-for-fiber' of https://github.com/sompylasar/react-devtools-experimental into sompylasar-165-add-flow-types-for-fiber,Feature
Fixed broken path-selection after filter changes,Bug Fix
Fixed bug in Store.getIndexOfElementID() that caused roots with multiple top-level children to return an incorrect item index,Bug Fix
Added badge for enabled filter count,Feature
Merge pull request #207 from sompylasar/131-highlight-all-children,Other
Merge pull request #245 from bvaughn/custom-filtering,Other
Updated Flamechart to support multiple nodes at root,Other
Misc cleanup,Other
Renamed FilterType -> ComponentFilterType,Other
Removed $FlowFixMe comments,Bug Fix
Added some component filtering tests,Feature
Added filter UI (but with a lot of $FlowFixMe comments),Bug Fix
Add support for hide-by-name and hide-by-path component filter regexps,Feature
Fixed a path selection bug when filter pereferences are updated,Bug Fix
Prevent filter preference changes while profiling is active,Other
Removed FilterList UI for now (collapsed into Settings component),Other
